"","class","gender","age","school","father_edu_background","mother_edu_background","father_job","mother_job","household_income","school_has_library","library_visit","access_to_computer_lab","extra_mural_class","extra_curricular_activities","extra_curricular_participation","hours_on_curricular_activities","english_score","maths_score","hours_spent_studying","difficulty_understand_maths_eng_sci","subject_found_most_difficult","confidence_in_passing_exam","prepare_exam_with_online_resources","challenge_preparing_for_exam","result"
"993","SS1","Male","18 and above","Private","University","No formal education","Civil Servant","Housewife","50,000 - 100,000","Yes","Weekly","Yes","Yes","No","Science/Math clubs","7 hours or more","70 - 75","70 - 75","3–4 hours","Yes","Mathematics","Somewhat confident","No","Lack of proper preparation","Yes"
"994","SS2","Male","18 and above","Public","Secondary","Primary","Farmer","Trader","₦30,000 – ₦100,000","Yes","Monthly","Yes","No","Yes","Sports","None","50 - 54","40 - 44","Less than 1 hour","Yes","Physics/Chemistry/Biology","Very confident","No","Lack of focus","Yes"
"995","SS1","Female","18 and above","Private","Secondary","No formal education","Civil Servant","Trader","₦100,000 – ₦300,000","No","Rarely","Yes","No","Yes","None","4–6 hours","60 - 64","40 - 44","5 hours or more","No","Other","Somewhat confident","Yes","Lack of focus","Yes"
"996","SS1","Male","12-14","Public","No formal education","No formal education","Tailoring","Teacher","₦30,000 – ₦100,000","Yes","Weekly","Yes","No","Yes","Debate/Quiz clubs","None","70 - 75","39 below","1–2 hours","Yes","English Language","Not confident","Yes","Lack of funds","Yes"
"997","SS2","Male","12-14","Public","No formal education","No formal education","Tailoring","Housewife","50,000 - 100,000","Yes","Never","No","Yes","Yes","Debate/Quiz clubs","1–3 hours","40 - 44","70 - 75","5 hours or more","Yes","Other","Somewhat confident","No","The fear of the unknown","Yes"
"998","SS1","Male","15-17","Public","Secondary","Secondary","Civil Servant","Trader","₦30,000 – ₦100,000","No","Rarely","Yes","No","Yes","Science/Math clubs","None","45 - 49","60 - 64","1–2 hours","Yes","Mathematics","Very confident","Yes","Lack of funds","Yes"
"999","SS3","Male","18 and above","Public","University","Secondary","Civil Servant","Teacher","₦30,000 – ₦100,000","No","Never","No","Yes","No","Sports","None","50 - 54","40 - 44","1–2 hours","Yes","Mathematics","Very confident","Yes","Lack of funds","Yes"
"1000","SS2","Male","12-14","Private","No formal education","University","Civil servant","Trader","₦100,000 – ₦300,000","No","Monthly","Yes","Yes","Yes","None","7 hours or more","40 - 44","60 - 64","1–2 hours","No","Other","Very confident","Yes","Lack of funds","Yes"
"1001","SS1","Female","15-17","Public","No formal education","No formal education","Engineer","Teacher","Above ₦300,000","Yes","Never","No","No","No","None","7 hours or more","70 - 75","80 - 100","Less than 1 hour","No","Physics/Chemistry/Biology","Not confident","Yes","lack of standard social amenity","Yes"
"1002","SS1","Male","12-14","Private","Secondary","Secondary","Farmer","Trader","₦100,000 – ₦300,000","No","Weekly","Yes","Yes","No","Sports","None","45 - 49","45 - 49","5 hours or more","Yes","Mathematics","Very confident","Yes","Lack of funds","No"
"1003","SS1","Male","18 and above","Public","No formal education","Primary","Civil servant","Housewife","50,000 - 100,000","Yes","Daily","Yes","No","Yes","Science/Math clubs","1–3 hours","70 - 75","39 below","5 hours or more","No","English Language","Somewhat confident","Yes","The fear of the unknown","Yes"
"1004","SS1","Female","15-17","Private","Primary","University","Civil Servant","Housewife","50,000 - 100,000","Yes","Monthly","No","Yes","Yes","None","None","55 - 59","45 - 49","3–4 hours","No","Physics/Chemistry/Biology","Very confident","No","lack of standard social amenity","Yes"
"1005","SS1","Male","15-17","Private","Primary","No formal education","Farmer","Teacher","Above ₦300,000","No","Weekly","No","No","Yes","None","1–3 hours","40 - 44","70 - 75","5 hours or more","Yes","Other","Somewhat confident","No","Lack of proper preparation","Yes"
"1006","SS3","Female","12-14","Private","No formal education","Secondary","Tailoring","Trader","50,000 - 100,000","Yes","Monthly","No","Yes","No","Sports","1–3 hours","55 - 59","70 - 75","Less than 1 hour","Yes","Mathematics","Not confident","No","Lack of proper preparation","Yes"
"1007","SS3","Female","15-17","Public","University","Primary","Farmer","Housewife","50,000 - 100,000","Yes","Weekly","Yes","Yes","Yes","Science/Math clubs","None","55 - 59","55 - 59","3–4 hours","Yes","Other","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1008","SS1","Female","12-14","Private","University","Primary","Civil servant","Trader","₦30,000 – ₦100,000","Yes","Never","Yes","Yes","No","Sports","1–3 hours","65 - 69","50 - 54","1–2 hours","Yes","Physics/Chemistry/Biology","Not confident","No","lack of standard social amenity","Yes"
"1009","SS1","Female","15-17","Public","No formal education","No formal education","Farmer","Housewife","50,000 - 100,000","No","Weekly","Yes","No","Yes","None","4–6 hours","45 - 49","55 - 59","5 hours or more","No","Other","Very confident","No","Lack of funds","Yes"
"1010","SS2","Female","15-17","Public","University","Primary","Engineer","Trader","₦30,000 – ₦100,000","No","Rarely","Yes","No","Yes","Debate/Quiz clubs","None","60 - 64","60 - 64","Less than 1 hour","No","English Language","Somewhat confident","No","Lack of proper preparation","Yes"
"1011","SS1","Female","18 and above","Public","University","Secondary","Civil servant","Trader","Above ₦300,000","No","Daily","Yes","Yes","Yes","Sports","None","39 below","65 - 69","1–2 hours","No","English Language","Very confident","Yes","time management","Yes"
"1012","SS3","Female","18 and above","Private","Primary","No formal education","Farmer","Trader","₦30,000 – ₦100,000","No","Never","Yes","No","No","Science/Math clubs","7 hours or more","39 below","60 - 64","1–2 hours","No","Mathematics","Somewhat confident","No","Lack of focus","Yes"
"1013","SS3","Female","12-14","Public","University","No formal education","Farmer","Trader","₦30,000 – ₦100,000","No","Rarely","Yes","Yes","Yes","Science/Math clubs","1–3 hours","39 below","39 below","1–2 hours","Yes","Mathematics","Very confident","No","Lack of focus","No"
"1014","SS2","Male","15-17","Public","No formal education","Secondary","Engineer","Housewife","50,000 - 100,000","No","Daily","Yes","No","Yes","Debate/Quiz clubs","1–3 hours","70 - 75","70 - 75","5 hours or more","No","English Language","Very confident","Yes","The fear of the unknown","Yes"
"1015","SS3","Male","18 and above","Private","Primary","No formal education","Civil servant","Trader","₦30,000 – ₦100,000","No","Monthly","Yes","No","No","Sports","None","80 - 100","50 - 54","Less than 1 hour","No","English Language","Not confident","No","time management","Yes"
"1016","SS3","Male","12-14","Public","No formal education","Primary","Civil Servant","House Wife","Below ₦30,000","No","Monthly","Yes","Yes","Yes","Debate/Quiz clubs","1–3 hours","40 - 44","55 - 59","1–2 hours","No","English Language","Somewhat confident","Yes","time management","Yes"
"1017","SS2","Male","18 and above","Public","University","No formal education","Farmer","Housewife","50,000 - 100,000","No","Rarely","Yes","Yes","No","Science/Math clubs","None","39 below","50 - 54","3–4 hours","Yes","Other","Not confident","Yes","Lack of proper preparation","Yes"
"1018","SS1","Male","15-17","Public","University","Primary","Tailoring","House Wife","Below ₦30,000","Yes","Weekly","Yes","No","No","Science/Math clubs","4–6 hours","80 - 100","39 below","1–2 hours","No","Mathematics","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1019","SS3","Male","15-17","Public","No formal education","Secondary","Farmer","House Wife","₦100,000 – ₦300,000","No","Daily","No","Yes","Yes","Sports","None","65 - 69","39 below","5 hours or more","No","Mathematics","Very confident","No","Lack of funds","Yes"
"1020","SS1","Female","18 and above","Private","Secondary","No formal education","Engineer","House Wife","Below ₦30,000","Yes","Rarely","No","No","No","Debate/Quiz clubs","None","40 - 44","50 - 54","1–2 hours","No","Other","Very confident","Yes","Lack of funds","Yes"
"1021","SS1","Female","18 and above","Public","Primary","No formal education","Civil servant","Housewife","Above ₦300,000","Yes","Rarely","No","Yes","Yes","None","1–3 hours","55 - 59","70 - 75","5 hours or more","Yes","Physics/Chemistry/Biology","Very confident","No","Lack of funds","Yes"
"1022","SS2","Male","12-14","Private","No formal education","Primary","Civil servant","Trader","₦100,000 – ₦300,000","Yes","Weekly","No","No","Yes","Sports","7 hours or more","55 - 59","65 - 69","Less than 1 hour","Yes","Physics/Chemistry/Biology","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1023","SS1","Male","18 and above","Public","Secondary","University","Engineer","House Wife","50,000 - 100,000","Yes","Monthly","Yes","No","Yes","None","None","55 - 59","50 - 54","1–2 hours","Yes","English Language","Not confident","No","The fear of the unknown","Yes"
"1024","SS2","Female","12-14","Private","University","No formal education","Tailoring","House Wife","₦30,000 – ₦100,000","Yes","Never","No","No","No","None","1–3 hours","70 - 75","65 - 69","Less than 1 hour","No","English Language","Very confident","Yes","The fear of the unknown","Yes"
"1025","SS1","Female","12-14","Public","University","Secondary","Farmer","Teacher","₦30,000 – ₦100,000","Yes","Weekly","No","No","Yes","Debate/Quiz clubs","1–3 hours","55 - 59","80 - 100","5 hours or more","No","Physics/Chemistry/Biology","Somewhat confident","Yes","Lack of focus","Yes"
"1026","SS3","Male","15-17","Private","University","Primary","Farmer","Trader","50,000 - 100,000","No","Weekly","No","Yes","No","Sports","1–3 hours","50 - 54","45 - 49","5 hours or more","No","English Language","Not confident","Yes","Lack of proper preparation","Yes"
"1027","SS3","Female","18 and above","Public","Secondary","University","Engineer","House Wife","Above ₦300,000","No","Daily","No","Yes","No","Sports","None","55 - 59","40 - 44","5 hours or more","Yes","Physics/Chemistry/Biology","Somewhat confident","No","lack of standard social amenity","Yes"
"1028","SS1","Male","18 and above","Public","Secondary","University","Engineer","Housewife","₦30,000 – ₦100,000","No","Monthly","Yes","No","No","None","4–6 hours","55 - 59","45 - 49","Less than 1 hour","Yes","English Language","Very confident","No","Lack of focus","Yes"
"1029","SS1","Male","12-14","Public","University","No formal education","Civil Servant","Housewife","Below ₦30,000","No","Monthly","Yes","Yes","No","Debate/Quiz clubs","7 hours or more","50 - 54","70 - 75","1–2 hours","Yes","Other","Very confident","Yes","The fear of the unknown","Yes"
"1030","SS3","Female","18 and above","Private","University","Primary","Farmer","Trader","Above ₦300,000","No","Weekly","No","No","No","None","4–6 hours","55 - 59","45 - 49","3–4 hours","Yes","Physics/Chemistry/Biology","Somewhat confident","No","Lack of funds","Yes"
"1031","SS2","Male","18 and above","Private","Secondary","University","Civil servant","Housewife","₦100,000 – ₦300,000","Yes","Weekly","No","Yes","No","Science/Math clubs","4–6 hours","80 - 100","45 - 49","1–2 hours","Yes","English Language","Not confident","No","The fear of the unknown","Yes"
"1032","SS2","Female","18 and above","Public","Secondary","University","Civil servant","Trader","Above ₦300,000","No","Monthly","Yes","No","No","Sports","None","40 - 44","45 - 49","1–2 hours","Yes","Other","Very confident","No","Lack of focus","No"
"1033","SS3","Female","12-14","Private","No formal education","Primary","Engineer","House Wife","₦30,000 – ₦100,000","No","Weekly","No","No","Yes","None","4–6 hours","40 - 44","80 - 100","3–4 hours","No","Mathematics","Very confident","Yes","Lack of proper preparation","Yes"
"1034","SS3","Male","15-17","Public","No formal education","No formal education","Civil Servant","Trader","₦100,000 – ₦300,000","Yes","Weekly","Yes","No","Yes","Science/Math clubs","None","65 - 69","70 - 75","3–4 hours","Yes","Other","Not confident","No","Lack of funds","Yes"
"1035","SS3","Male","18 and above","Private","No formal education","No formal education","Engineer","Teacher","Above ₦300,000","No","Daily","Yes","Yes","No","Debate/Quiz clubs","1–3 hours","45 - 49","70 - 75","5 hours or more","Yes","English Language","Not confident","No","Lack of proper preparation","Yes"
"1036","SS1","Male","18 and above","Private","University","University","Civil Servant","Trader","Above ₦300,000","No","Daily","No","No","No","Science/Math clubs","7 hours or more","50 - 54","65 - 69","Less than 1 hour","No","Mathematics","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1037","SS1","Female","15-17","Public","University","Primary","Civil servant","Trader","50,000 - 100,000","No","Monthly","Yes","Yes","Yes","Sports","4–6 hours","55 - 59","80 - 100","Less than 1 hour","Yes","English Language","Not confident","No","Lack of proper preparation","Yes"
"1038","SS3","Female","12-14","Public","Secondary","University","Tailoring","Trader","Below ₦30,000","No","Never","Yes","No","No","Science/Math clubs","4–6 hours","55 - 59","40 - 44","3–4 hours","Yes","Other","Not confident","No","Lack of funds","Yes"
"1039","SS3","Female","12-14","Public","Secondary","Secondary","Farmer","Trader","50,000 - 100,000","No","Rarely","No","No","No","Science/Math clubs","1–3 hours","55 - 59","50 - 54","3–4 hours","Yes","Mathematics","Somewhat confident","No","The fear of the unknown","Yes"
"1040","SS2","Male","12-14","Public","Secondary","No formal education","Civil Servant","Trader","₦100,000 – ₦300,000","No","Daily","Yes","No","No","None","7 hours or more","55 - 59","45 - 49","Less than 1 hour","No","Mathematics","Not confident","Yes","The fear of the unknown","Yes"
"1041","SS3","Male","18 and above","Private","Primary","Secondary","Farmer","House Wife","₦30,000 – ₦100,000","No","Daily","No","Yes","Yes","None","4–6 hours","80 - 100","39 below","5 hours or more","No","Mathematics","Somewhat confident","Yes","Lack of funds","Yes"
